O*NET-SOC Code,Title,dv_rating_alpha,dv_rating_beta,dv_rating_gamma,human_rating_alpha,human_rating_beta,human_rating_gamma,Job Zone,Active_Learning_Importance,Active_Learning_Level,Critical_Thinking_Importance,Critical_Thinking_Level,Learning_Strategies_Importance,Learning_Strategies_Level,Monitoring_Importance,Monitoring_Level,Active_Listening_Importance,Active_Listening_Level,Mathematics_Importance,Mathematics_Level,Programming_Importance,Programming_Level,Reading_Comprehension_Importance,Reading_Comprehension_Level,Science_Importance,Science_Level,Speaking_Importance,Speaking_Level,Writing_Importance,Writing_Level,degree_of_automation_context,importance_of_being_exact_or_accurate_context,importance_of_repeating_same_tasks_context,structured_versus_unstructured_work_context
31-2021.00,Physical Therapist Assistants,0.1025641025641025,0.1538461538461538,0.2051282051282051,0.0,0.1025641025641025,0.2051282051282051,3,56,45,56,55,47,45,69,55,75,57,31,29.0,19,14.0,56,55,35,30.0,69,55,56,45,0.11,0.59,0.55,0.87
31-2022.00,Physical Therapist Aides,0.1212121212121212,0.1818181818181818,0.2424242424242424,0.0606060606060606,0.1515151515151515,0.2424242424242424,2,47,39,50,41,35,39,53,46,66,45,25,27.0,6,0.0,50,43,25,25.0,53,43,47,39,0.3,0.73,0.48,0.72
31-9011.00,Massage Therapists,0.074074074074074,0.074074074074074,0.074074074074074,0.074074074074074,0.1851851851851851,0.2962962962962963,3,50,43,50,46,44,41,50,43,66,46,25,21.0,0,0.0,50,45,19,14.0,66,52,50,41,0.08,0.51,0.56,0.9
31-9091.00,Dental Assistants,0.1333333333333333,0.2666666666666666,0.4,0.0,0.1,0.2,3,53,45,50,45,38,36,53,43,72,48,28,29.0,10,5.0,56,46,25,25.0,60,45,50,43,0.23,0.84,0.73,0.61
31-9092.00,Medical Assistants,0.1794871794871795,0.358974358974359,0.5384615384615384,0.0512820512820512,0.141025641025641,0.2307692307692307,3,56,48,66,52,53,45,63,50,72,55,41,37.0,13,9.0,69,57,41,32.0,72,57,60,46,0.27,0.85,0.76,0.67
31-9093.00,Medical Equipment Preparers,0.074074074074074,0.1111111111111111,0.1481481481481481,0.0,0.037037037037037,0.074074074074074,2,50,43,63,41,44,37,60,43,56,43,31,32.0,16,11.0,53,41,22,14.0,53,39,47,39,0.26,0.9,0.86,0.7
31-9094.00,Medical Transcriptionists,0.8214285714285714,0.875,0.9285714285714284,0.1428571428571428,0.2321428571428571,0.3214285714285714,3,47,41,50,45,28,30,53,41,78,59,19,14.0,10,7.0,75,57,13,9.0,50,45,72,52,0.43,0.95,0.87,0.81
31-9095.00,Pharmacy Aides,0.24,0.38,0.52,0.08,0.14,0.2,2,47,36,50,41,38,32,44,37,63,43,38,34.0,13,7.0,56,46,13,7.0,60,41,44,36,0.47,0.87,0.7,0.74
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.1481481481481481,0.1481481481481481,0.1481481481481481,2,47,43,56,45,28,30,53,45,63,46,44,37.0,6,0.0,53,45,41,34.0,50,43,53,46,0.17,0.93,0.75,0.63
31-9097.00,Phlebotomists,0.1463414634146341,0.1829268292682926,0.2195121951219512,0.048780487804878,0.1097560975609756,0.1707317073170731,3,50,43,56,46,47,43,53,43,60,50,28,30.0,16,9.0,53,46,35,30.0,60,54,53,43,0.33,0.95,0.81,0.68
31-9099.01,Speech-Language Pathology Assistants,0.3157894736842105,0.6052631578947368,0.894736842105263,0.1052631578947368,0.2105263157894736,0.3157894736842105,3,50,39,60,50,53,45,60,50,81,57,31,34.0,10,5.0,66,54,19,20.0,63,54,53,48,0.11,0.69,0.33,0.67
31-9099.02,Endoscopy Technicians,0.0833333333333333,0.125,0.1666666666666666,0.0,0.0,0.0,3,53,43,63,46,38,34,53,45,60,48,25,30.0,10,5.0,66,57,19,13.0,60,45,56,43,0.4,0.9,0.75,0.67
33-1011.00,First-Line Supervisors of Correctional Officers,0.217391304347826,0.2826086956521739,0.3478260869565217,0.217391304347826,0.2826086956521739,0.3478260869565217,3,56,46,75,57,53,45,75,61,75,57,28,29.0,13,7.0,69,57,13,7.0,72,57,63,52,0.22,0.71,0.66,0.73
33-1012.00,First-Line Supervisors of Police and Detectives,0.1052631578947368,0.3289473684210526,0.5526315789473684,0.1578947368421052,0.3552631578947368,0.5526315789473684,3,72,55,75,59,69,55,75,63,78,59,38,37.0,19,14.0,72,57,19,16.0,75,57,66,55,0.28,0.84,0.7,0.86
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,0.2264150943396226,0.4150943396226415,0.6037735849056604,0.320754716981132,0.4056603773584905,0.490566037735849,3,69,55,75,59,60,52,75,63,72,56,44,46.0,14,8.0,64,56,36,32.0,74,57,61,54,0.18,0.73,0.5,0.8
33-2011.00,Firefighters,0.1052631578947368,0.1403508771929824,0.175438596491228,0.0701754385964912,0.087719298245614,0.1052631578947368,3,53,43,67,54,53,43,70,53,70,50,33,32.0,6,0.0,58,50,28,23.0,64,46,49,42,0.26,0.79,0.58,0.78
33-2021.00,Fire Inspectors and Investigators,0.1346153846153846,0.2884615384615385,0.4423076923076923,0.25,0.3846153846153846,0.5192307692307693,3,55,52,74,58,49,43,56,49,75,58,42,40.0,17,13.0,63,58,50,46.0,72,56,64,54,0.24,0.89,0.58,0.9
33-2022.00,Forest Fire Inspectors and Prevention Specialists,0.125,0.21875,0.3125,0.25,0.375,0.5,3,50,46,75,55,53,45,60,48,66,46,28,34.0,16,9.0,53,48,22,25.0,69,48,53,43,0.32,0.76,0.64,0.79
33-3011.00,Bailiffs,0.0357142857142857,0.0357142857142857,0.0357142857142857,0.0714285714285714,0.1607142857142857,0.25,3,44,30,50,45,28,29,60,46,56,45,13,11.0,3,0.0,47,41,0,0.0,60,43,31,32,0.16,0.77,0.51,0.58
33-3012.00,Correctional Officers and Jailers,0.2272727272727273,0.2613636363636363,0.2954545454545454,0.1136363636363636,0.2386363636363636,0.3636363636363636,2,50,43,66,52,50,43,72,55,72,48,25,29.0,13,7.0,63,54,16,9.0,75,52,53,45,0.25,0.85,0.81,0.67
33-3021.00,Detectives and Criminal Investigators,0.1,0.3166666666666666,0.5333333333333333,0.0666666666666666,0.3,0.5333333333333333,3,61,53,78,59,49,43,56,46,78,58,35,31.0,17,12.0,74,56,36,33.0,77,57,69,54,0.31,0.84,0.57,0.87
33-3021.02,Police Identification and Records Officers,0.0769230769230769,0.3461538461538461,0.6153846153846154,0.0769230769230769,0.3461538461538461,0.6153846153846154,3,53,46,72,57,44,41,53,46,72,55,28,34.0,13,9.0,66,59,19,14.0,69,55,60,46,0.35,0.97,0.8,0.92
33-3021.06,Intelligence Analysts,0.088235294117647,0.5294117647058824,0.9705882352941176,0.088235294117647,0.3970588235294117,0.7058823529411764,4,63,50,75,61,50,45,53,50,78,59,47,45.0,25,29.0,78,68,25,25.0,75,59,75,57,0.36,0.91,0.69,0.81
33-3031.00,Fish and Game Wardens,0.0909090909090909,0.2840909090909091,0.4772727272727273,0.0454545454545454,0.1590909090909091,0.2727272727272727,4,50,50,72,57,47,43,60,50,72,54,41,41.0,13,7.0,66,59,44,39.0,69,52,53,48,0.38,0.79,0.46,0.89
33-3041.00,Parking Enforcement Workers,0.1794871794871795,0.3205128205128205,0.4615384615384615,0.1025641025641025,0.3205128205128205,0.5384615384615384,2,47,34,53,43,31,34,56,43,53,43,28,25.0,13,11.0,50,41,0,0.0,56,43,47,34,0.38,0.75,0.61,0.62
33-3051.00,Police and Sheriff's Patrol Officers,0.0689655172413793,0.25,0.4310344827586206,0.1379310344827586,0.2327586206896551,0.3275862068965517,3,58,46,75,56,47,43,64,49,75,57,25,26.0,8,0.0,64,55,17,12.0,75,56,58,47,0.21,0.92,0.7,0.74
33-3051.04,Customs and Border Protection Officers,0.2857142857142857,0.4523809523809523,0.6190476190476191,0.0952380952380952,0.2619047619047618,0.4285714285714285,3,60,45,75,55,41,41,66,54,75,57,31,30.0,13,7.0,72,55,22,16.0,75,57,66,54,0.58,0.89,0.78,0.73
33-3052.00,Transit and Railroad Police,0.0833333333333333,0.2499999999999999,0.4166666666666666,0.25,0.4375,0.625,3,56,43,72,48,47,46,60,50,75,46,25,29.0,16,11.0,53,46,3,0.0,75,55,56,43,0.23,0.84,0.57,0.79
33-9011.00,Animal Control Workers,0.2666666666666666,0.35,0.4333333333333333,0.0,0.1333333333333333,0.2666666666666666,2,50,41,63,50,38,37,50,41,69,48,22,18.0,10,5.0,53,43,6,0.0,69,43,50,41,0.24,0.81,0.68,0.82
33-9021.00,Private Detectives and Investigators,0.074074074074074,0.3888888888888888,0.7037037037037037,0.2222222222222222,0.3888888888888888,0.5555555555555556,3,60,48,72,59,38,30,60,50,78,59,31,30.0,19,14.0,72,57,13,9.0,75,55,66,52,0.25,0.94,0.61,0.85
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,0.25,0.4375,0.625,0.0,0.3125,0.625,2,53,45,69,54,38,41,78,55,56,46,28,25.0,10,5.0,56,50,6,0.0,66,52,53,45,0.29,0.96,0.88,0.74
33-9032.00,Security Guards,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.2499999999999999,0.3333333333333333,2,50,36,53,41,38,32,56,45,63,41,19,11.0,0,0.0,53,43,13,7.0,56,39,50,41,0.15,0.85,0.72,0.66
33-9091.00,Crossing Guards and Flaggers,0.0526315789473684,0.1052631578947368,0.1578947368421052,0.0,0.2631578947368421,0.5263157894736842,2,31,23,44,36,22,13,47,37,47,39,16,9.0,0,0.0,31,29,0,0.0,53,36,25,25,0.11,0.73,0.27,0.69
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",0.08,0.08,0.08,0.08,0.16,0.24,2,44,39,50,43,53,43,69,50,53,45,10,9.0,0,0.0,47,41,13,9.0,63,43,38,37,0.25,0.66,0.44,0.67
33-9093.00,Transportation Security Screeners,0.0,0.26,0.52,0.04,0.23,0.42,2,47,43,56,50,38,39,60,45,56,50,22,23.0,13,13.0,50,43,19,14.0,60,43,47,37,0.41,0.83,0.68,0.41
33-9099.02,Retail Loss Prevention Specialists,0.0975609756097561,0.3780487804878049,0.6585365853658537,0.1463414634146341,0.3414634146341463,0.5365853658536586,2,56,43,69,52,47,39,63,50,63,46,41,39.0,16,14.0,56,52,6,0.0,63,50,53,46,0.3,0.83,0.7,0.72
35-1011.00,Chefs and Head Cooks,0.0952380952380952,0.2619047619047618,0.4285714285714285,0.1428571428571428,0.2619047619047618,0.3809523809523809,3,53,54,69,55,53,46,72,59,69,52,53,45.0,13,7.0,53,46,16,11.0,72,55,53,43,0.24,0.8,0.7,0.67
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,0.2222222222222222,0.5111111111111112,0.8,0.0444444444444444,0.2555555555555555,0.4666666666666667,2,50,46,56,57,53,45,72,54,69,45,50,43.0,10,5.0,60,50,0,0.0,72,54,47,45,0.32,0.87,0.65,0.74
35-2011.00,"Cooks, Fast Food",0.0,0.0,0.0,0.0,0.0263157894736842,0.0526315789473684,1,35,32,41,34,25,23,41,32,50,34,25,23.0,0,0.0,41,37,0,0.0,44,30,25,29,0.3,0.73,0.28,0.3
35-2012.00,"Cooks, Institution and Cafeteria",0.0344827586206896,0.1206896551724137,0.2068965517241379,0.0344827586206896,0.0862068965517241,0.1379310344827586,2,47,41,50,41,44,39,53,43,50,43,47,39.0,0,0.0,47,41,0,0.0,53,41,44,37,0.25,0.73,0.4,0.72
35-2013.00,"Cooks, Private Household",0.16,0.24,0.32,0.16,0.28,0.4,3,50,45,56,43,38,32,50,43,50,41,31,29.0,6,0.0,50,43,13,7.0,50,43,44,36,0.11,0.73,0.46,0.9
35-2014.00,"Cooks, Restaurant",0.027027027027027,0.0945945945945946,0.1621621621621621,0.081081081081081,0.1216216216216216,0.1621621621621621,2,44,39,50,43,28,34,53,45,50,43,38,32.0,3,0.0,47,34,6,0.0,50,43,31,36,0.24,0.78,0.49,0.6
35-2015.00,"Cooks, Short Order",0.0,0.0,0.0,0.0,0.0,0.0,2,47,37,50,39,28,32,47,41,56,41,25,29.0,3,0.0,50,39,0,0.0,50,41,31,37,0.32,0.79,0.58,0.74
35-2021.00,Food Preparation Workers,0.0185185185185185,0.037037037037037,0.0555555555555555,0.0,0.0462962962962962,0.0925925925925925,1,35,30,47,30,35,30,47,30,50,34,28,27.0,0,0.0,41,30,0,0.0,50,30,31,30,0.37,0.8,0.67,0.53
35-3011.00,Bartenders,0.1111111111111111,0.1944444444444444,0.2777777777777778,0.0833333333333333,0.1388888888888889,0.1944444444444444,2,50,43,53,41,47,41,50,43,69,45,31,30.0,6,0.0,50,43,0,0.0,53,43,44,43,0.26,0.72,0.52,0.62
35-3023.00,Fast Food and Counter Workers,0.0208333333333333,0.0625,0.1041666666666666,0.0208333333333333,0.0729166666666666,0.125,1,39,29,45,35,33,32,49,32,61,37,39,28.0,2,0.0,44,33,0,0.0,52,38,33,31,0.32,0.7,0.57,0.58
35-3023.01,Baristas,0.1052631578947368,0.131578947368421,0.1578947368421052,0.1578947368421052,0.1578947368421052,0.1578947368421052,1,41,37,47,39,35,29,50,36,63,37,28,29.0,0,0.0,50,39,0,0.0,60,37,41,34,0.41,0.67,0.5,0.61
35-3031.00,Waiters and Waitresses,0.0816326530612244,0.183673469387755,0.2857142857142857,0.2040816326530612,0.2244897959183673,0.2448979591836734,2,47,30,47,39,35,30,50,39,69,41,28,25.0,3,0.0,44,34,0,0.0,66,36,25,30,0.24,0.76,0.6,0.48
35-3041.00,"Food Servers, Nonrestaurant",0.074074074074074,0.1296296296296296,0.1851851851851851,0.0,0.1111111111111111,0.2222222222222222,2,25,30,47,34,25,30,44,32,50,34,25,21.0,3,0.0,47,30,0,0.0,50,36,25,30,0.27,0.73,0.67,0.72
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,0.0,0.0,0.0,0.0,0.0,0.0,1,28,30,44,32,25,29,47,30,50,29,22,18.0,3,0.0,35,29,0,0.0,47,30,25,18,0.17,0.72,0.31,0.54
35-9021.00,Dishwashers,0.0,0.0,0.0,0.0,0.0,0.0,1,25,29,41,30,25,18,41,30,44,32,25,14.0,0,0.0,25,30,0,0.0,44,30,25,25,0.45,0.62,0.5,0.73
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",0.0571428571428571,0.2285714285714285,0.3999999999999999,0.1999999999999999,0.3285714285714285,0.4571428571428571,2,41,34,47,37,31,30,44,29,66,41,28,27.0,6,0.0,47,34,0,0.0,60,41,35,30,0.34,0.63,0.55,0.68
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,0.1632653061224489,0.2653061224489795,0.3673469387755101,0.0816326530612244,0.2551020408163265,0.4285714285714285,2,47,41,53,46,53,43,56,55,53,45,28,30.0,0,0.0,50,46,0,0.0,56,48,47,43,0.28,0.75,0.61,0.69
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",0.1454545454545454,0.3545454545454545,0.5636363636363636,0.0727272727272727,0.2454545454545454,0.4181818181818181,3,53,43,69,54,53,43,75,54,72,55,47,41.0,16,11.0,53,52,16,14.0,69,57,50,43,0.34,0.75,0.49,0.83
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",0.0,0.0,0.0,0.0,0.0277777777777777,0.0555555555555555,2,38,29,44,30,22,13,38,27,50,32,0,0.0,0,0.0,35,29,0,0.0,41,30,25,21,0.23,0.73,0.43,0.77
37-2012.00,Maids and Housekeeping Cleaners,0.0,0.0,0.0,0.0588235294117647,0.0588235294117647,0.0588235294117647,1,28,23,44,30,28,21,44,29,44,30,22,14.0,0,0.0,41,30,0,0.0,44,30,28,29,0.27,0.66,0.44,0.59
37-2021.00,Pest Control Workers,0.1666666666666666,0.25,0.3333333333333333,0.0833333333333333,0.2291666666666666,0.375,2,53,41,69,48,44,39,66,43,69,43,41,37.0,0,0.0,50,43,25,25.0,66,43,66,43,0.26,0.78,0.61,0.84
37-3011.00,Landscaping and Groundskeeping Workers,0.0,0.024390243902439,0.048780487804878,0.0,0.024390243902439,0.048780487804878,1,31,29,47,27,28,27,38,27,44,32,19,11.0,0,0.0,31,27,16,13.0,47,27,19,18,0.37,0.55,0.32,0.54
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",0.0,0.0555555555555555,0.1111111111111111,0.0555555555555555,0.0555555555555555,0.0555555555555555,2,47,34,53,41,31,29,47,39,56,43,31,29.0,0,0.0,50,41,25,20.0,53,43,38,32,0.18,0.8,0.54,0.7
37-3013.00,Tree Trimmers and Pruners,0.048780487804878,0.0609756097560975,0.073170731707317,0.0,0.0609756097560975,0.1219512195121951,2,41,30,56,43,31,29,53,43,47,37,22,20.0,0,0.0,41,36,19,13.0,50,39,38,36,0.11,0.71,0.51,0.84
39-1013.00,First-Line Supervisors of Gambling Services Workers,0.3076923076923077,0.4326923076923077,0.5576923076923077,0.173076923076923,0.3365384615384615,0.5,2,44,41,63,54,38,32,75,49,72,51,38,30.0,5,0.0,50,46,11,0.0,72,50,50,43,0.26,0.86,0.75,0.66
39-1022.00,First-Line Supervisors of Personal Service Workers,0.1034482758620689,0.4137931034482758,0.7241379310344828,0.2413793103448275,0.3620689655172414,0.4827586206896551,3,50,43,72,54,50,43,56,50,72,54,28,30.0,10,5.0,63,50,13,9.0,69,54,53,45,0.22,0.72,0.59,0.79
39-2011.00,Animal Trainers,0.0689655172413793,0.1034482758620689,0.1379310344827586,0.1379310344827586,0.1379310344827586,0.1379310344827586,2,56,45,60,48,63,55,53,50,53,43,22,23.0,3,0.0,47,45,19,20.0,63,43,47,39,0.09,0.61,0.39,0.88
39-2021.00,Animal Caretakers,0.1818181818181818,0.2727272727272727,0.3636363636363636,0.1515151515151515,0.1818181818181818,0.2121212121212121,2,35,30,44,41,25,29,53,41,50,43,25,27.0,6,0.0,50,41,13,7.0,47,39,44,36,0.03,0.63,0.54,0.7
39-3011.00,Gambling Dealers,0.1351351351351351,0.1351351351351351,0.1351351351351351,0.1081081081081081,0.1486486486486486,0.1891891891891892,2,31,34,44,41,25,29,50,43,60,43,44,29.0,0,0.0,50,37,0,0.0,60,41,31,32,0.11,0.91,0.68,0.39
39-3012.00,Gambling and Sports Book Writers and Runners,0.2307692307692307,0.2692307692307693,0.3076923076923077,0.0769230769230769,0.2307692307692307,0.3846153846153846,2,41,36,47,41,31,30,53,45,63,45,50,39.0,10,5.0,44,45,6,0.0,53,41,47,39,0.44,0.84,0.82,0.56
39-3021.00,Motion Picture Projectionists,0.0909090909090909,0.1818181818181818,0.2727272727272727,0.0,0.0757575757575757,0.1515151515151515,2,28,30,47,39,25,29,47,41,50,43,13,7.0,10,9.0,50,43,0,0.0,50,41,28,39,0.59,0.83,0.4,0.64
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",0.1142857142857142,0.1428571428571428,0.1714285714285714,0.1428571428571428,0.1999999999999999,0.2571428571428571,2,41,30,44,37,16,18,44,37,53,39,22,20.0,10,5.0,44,32,0,0.0,56,36,31,30,0.3,0.69,0.48,0.42
39-3091.00,Amusement and Recreation Attendants,0.1923076923076923,0.2115384615384615,0.2307692307692307,0.3076923076923077,0.3653846153846154,0.4230769230769231,1,35,29,44,39,28,29,47,34,50,36,25,25.0,6,0.0,35,29,0,0.0,56,39,38,29,0.2,0.47,0.52,0.53
39-3092.00,Costume Attendants,0.1111111111111111,0.2638888888888889,0.4166666666666666,0.0,0.2361111111111111,0.4722222222222222,2,38,32,47,41,22,23,53,43,53,45,13,14.0,0,0.0,47,45,0,0.0,53,43,38,34,0.13,0.77,0.55,0.79
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",0.064516129032258,0.064516129032258,0.064516129032258,0.064516129032258,0.1451612903225806,0.2258064516129032,2,28,29,38,39,10,5,44,34,63,41,10,5.0,0,0.0,41,34,0,0.0,66,39,31,30,0.16,0.56,0.45,0.66
39-4011.00,Embalmers,0.04,0.04,0.04,0.0,0.04,0.08,3,50,43,53,45,28,39,50,45,69,54,25,29.0,6,0.0,50,48,41,32.0,72,54,53,43,0.18,0.89,0.64,0.83
39-4021.00,Funeral Attendants,0.1777777777777777,0.1777777777777777,0.1777777777777777,0.1555555555555555,0.2333333333333333,0.3111111111111111,2,25,21,44,39,22,20,53,41,53,43,19,18.0,3,0.0,41,37,10,7.0,60,43,35,34,0.3,0.77,0.56,0.63
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",0.0930232558139534,0.1627906976744186,0.2325581395348837,0.0,0.0930232558139534,0.1860465116279069,3,53,46,56,55,47,41,53,54,75,57,47,37.0,10,7.0,56,55,22,25.0,72,57,56,57,0.11,0.96,0.54,0.92
39-5011.00,Barbers,0.088235294117647,0.1617647058823529,0.2352941176470588,0.0,0.0735294117647058,0.1470588235294117,3,38,36,47,39,22,23,47,39,60,43,22,16.0,0,0.0,44,30,6,0.0,53,39,25,29,0.28,0.84,0.46,0.81
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",0.0526315789473684,0.0789473684210526,0.1052631578947368,0.0,0.0526315789473684,0.1052631578947368,3,56,43,60,50,47,43,50,43,72,43,35,29.0,10,5.0,50,43,16,14.0,69,43,47,41,0.15,0.82,0.65,0.93
39-5091.00,"Makeup Artists, Theatrical and Performance",0.048780487804878,0.3414634146341463,0.6341463414634146,0.048780487804878,0.2439024390243902,0.4390243902439024,3,50,46,53,46,38,36,50,45,56,46,25,30.0,6,0.0,56,46,16,9.0,63,45,44,39,0.02,0.77,0.35,0.77
39-5092.00,Manicurists and Pedicurists,0.0555555555555555,0.0833333333333333,0.1111111111111111,0.0,0.0555555555555555,0.1111111111111111,2,44,32,38,36,28,27,41,30,50,39,22,18.0,0,0.0,44,30,0,0.0,50,37,28,27,0.02,0.7,0.21,0.62
39-5093.00,Shampooers,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0,0.0714285714285714,0.1428571428571428,2,31,29,38,30,25,25,44,34,53,37,16,16.0,0,0.0,38,32,0,0.0,56,36,35,29,0.2,0.93,0.39,0.61
39-5094.00,Skincare Specialists,0.0606060606060606,0.1969696969696969,0.3333333333333333,0.0606060606060606,0.106060606060606,0.1515151515151515,3,53,41,50,43,47,39,50,43,63,45,13,9.0,0,0.0,53,45,10,9.0,66,43,35,39,0.28,0.72,0.66,0.61
39-6011.00,Baggage Porters and Bellhops,0.074074074074074,0.1481481481481481,0.2222222222222222,0.2592592592592592,0.2777777777777778,0.2962962962962963,2,31,30,50,39,31,29,47,32,66,45,25,27.0,6,0.0,47,37,0,0.0,66,37,44,30,0.23,0.57,0.53,0.71
39-6012.00,Concierges,0.1333333333333333,0.4666666666666667,0.8,0.6666666666666666,0.7,0.7333333333333333,3,47,41,56,52,31,30,50,43,75,55,25,29.0,10,5.0,50,46,0,0.0,75,48,44,41,0.24,0.74,0.54,0.84
39-7011.00,Tour Guides and Escorts,0.1538461538461538,0.2692307692307693,0.3846153846153846,0.3076923076923077,0.3461538461538461,0.3846153846153846,3,31,34,47,45,31,37,50,43,56,45,25,16.0,0,0.0,50,43,0,0.0,72,46,31,32,0.11,0.71,0.27,0.73
39-7012.00,Travel Guides,0.16,0.38,0.6,0.32,0.4,0.48,3,47,41,56,50,47,45,47,46,72,57,44,36.0,16,13.0,56,50,6,0.0,72,46,53,45,0.4,0.68,0.39,0.84
39-9011.00,Childcare Workers,0.1136363636363636,0.1477272727272727,0.1818181818181818,0.2045454545454545,0.3295454545454545,0.4545454545454546,2,50,43,53,43,50,45,63,45,53,43,28,27.0,0,0.0,50,43,3,0.0,53,43,50,41,0.2,0.59,0.33,0.77
39-9011.01,Nannies,0.1081081081081081,0.1351351351351351,0.1621621621621621,0.2702702702702703,0.3513513513513513,0.4324324324324324,2,50,43,63,46,56,46,75,55,72,43,16,11.0,0,0.0,50,43,19,14.0,72,48,53,41,0.09,0.45,0.23,0.79
39-9031.00,Exercise Trainers and Group Fitness Instructors,0.0,0.0147058823529411,0.0294117647058823,0.1470588235294117,0.2352941176470588,0.3235294117647059,3,50,41,50,45,56,52,56,52,56,46,19,11.0,6,0.0,47,45,16,9.0,63,46,44,39,0.11,0.5,0.47,0.78
39-9032.00,Recreation Workers,0.119047619047619,0.238095238095238,0.3571428571428571,0.0952380952380952,0.25,0.4047619047619047,4,53,45,56,52,53,45,69,48,75,57,28,29.0,10,5.0,53,46,16,9.0,75,57,53,45,0.19,0.57,0.61,0.84
39-9041.00,Residential Advisors,0.1,0.24,0.38,0.18,0.28,0.38,3,50,43,66,57,44,41,69,52,72,55,25,29.0,10,7.0,53,48,10,5.0,69,55,50,43,0.14,0.63,0.56,0.77
41-1011.00,First-Line Supervisors of Retail Sales Workers,0.081081081081081,0.4864864864864865,0.8918918918918919,0.1621621621621621,0.4054054054054054,0.6486486486486487,2,50,48,63,55,50,50,63,55,72,52,44,43.0,19,14.0,50,55,0,0.0,69,55,50,52,0.24,0.75,0.65,0.79
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,0.1111111111111111,0.537037037037037,0.9629629629629628,0.1851851851851851,0.4444444444444444,0.7037037037037037,4,63,52,66,55,56,52,75,61,75,57,50,43.0,13,9.0,66,59,0,0.0,75,57,66,57,0.28,0.81,0.67,0.8
41-2011.00,Cashiers,0.1395348837209302,0.2093023255813953,0.2790697674418604,0.2325581395348837,0.3604651162790697,0.4883720930232558,2,35,32,47,37,28,30,47,36,53,41,50,32.0,3,0.0,47,37,0,0.0,53,41,31,34,0.23,0.85,0.6,0.54
41-2012.00,Gambling Change Persons and Booth Cashiers,0.238095238095238,0.2619047619047618,0.2857142857142857,0.0,0.3095238095238095,0.6190476190476191,2,25,30,47,41,25,30,47,36,50,43,47,36.0,6,0.0,53,43,0,0.0,50,39,44,37,0.26,0.96,0.87,0.57
41-2021.00,Counter and Rental Clerks,0.2580645161290322,0.532258064516129,0.8064516129032258,0.5483870967741935,0.6774193548387096,0.8064516129032258,2,44,32,53,41,28,29,50,41,69,45,31,32.0,10,7.0,56,45,0,0.0,60,43,50,43,0.28,0.75,0.67,0.65
41-2022.00,Parts Salespersons,0.1714285714285714,0.3428571428571428,0.5142857142857142,0.2857142857142857,0.3428571428571428,0.3999999999999999,2,47,43,56,45,31,30,53,41,75,55,38,36.0,13,9.0,72,45,0,0.0,75,45,53,41,0.27,0.83,0.81,0.82
41-2031.00,Retail Salespersons,0.0789473684210526,0.3421052631578947,0.6052631578947368,0.2631578947368421,0.3552631578947368,0.4473684210526315,2,50,41,53,45,41,32,50,45,69,54,41,29.0,6,0.0,50,45,0,0.0,69,45,50,43,0.29,0.79,0.63,0.77
41-3011.00,Advertising Sales Agents,0.1794871794871795,0.5384615384615384,0.8974358974358974,0.4358974358974359,0.6923076923076923,0.9487179487179488,4,47,52,56,54,41,37,50,48,69,57,44,39.0,22,16.0,60,55,0,0.0,78,57,53,48,0.18,0.76,0.42,0.92
41-3021.00,Insurance Sales Agents,0.1515151515151515,0.5757575757575758,1.0,0.3333333333333333,0.5303030303030303,0.7272727272727273,4,50,48,69,55,44,39,47,43,72,57,50,43.0,19,11.0,75,57,3,0.0,72,57,66,52,0.44,0.93,0.7,0.78
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",0.2115384615384615,0.6057692307692308,1.0,0.2692307692307693,0.5192307692307693,0.7692307692307693,4,55,53,74,60,41,38,54,52,73,58,59,54.0,20,17.0,72,60,8,0.0,72,58,58,55,0.41,0.9,0.61,0.85
41-3041.00,Travel Agents,0.125,0.5625,1.0,0.25,0.5625,0.875,3,53,45,53,54,38,32,50,41,78,57,47,36.0,19,11.0,75,54,6,0.0,75,45,53,43,0.7,0.95,0.53,0.83
